p,L,boundary_gap
1.0,1.0,0.48595795006601805
1.0769230769230769,1.0,0.4843956329126253
1.1538461538461537,1.0,0.48297421087033277
1.2307692307692308,1.0,0.48167167383359866
1.3076923076923077,1.0,0.4804653186439297
1.3846153846153846,1.0,0.4793583206575266
1.4615384615384615,1.0,0.478350685949784
1.5384615384615385,1.0,0.47742617332630427
1.6153846153846154,1.0,0.47659404521829524
1.6923076923076923,1.0,0.4758454857539991
1.7692307692307692,1.0,0.4751737178310679
1.8461538461538463,1.0,0.47457647502164946
1.9230769230769231,1.0,0.474045384712438
2.0,1.0,0.47357900156785865
2.076923076923077,1.0,0.4731683864455157
2.1538461538461537,1.0,0.47281054532547545
2.230769230769231,1.0,0.47250352191106704
2.3076923076923075,1.0,0.47223707893338984
2.3846153846153846,1.0,0.47201083311902636
2.4615384615384617,1.0,0.47182496960904025
2.5384615384615383,1.0,0.47167108520803736
2.6153846153846154,1.0,0.47154577313258755
2.6923076923076925,1.0,0.47145052894771156
2.769230769230769,1.0,0.47137360324406663
2.8461538461538463,1.0,0.47132614289988795
2.923076923076923,1.0,0.4712924439759281
3.0,1.0,0.47127960239787015
3.076923076923077,1.0,0.47128588118228
3.1538461538461537,1.0,0.4713052285969342
3.230769230769231,1.0,0.4713362596347863
3.3076923076923075,1.0,0.4713777315566613
3.3846153846153846,1.0,0.47143301346552513
3.4615384615384617,1.0,0.47149661341406957
3.5384615384615383,1.0,0.4715676331227799
3.6153846153846154,1.0,0.4716497421542642
3.6923076923076925,1.0,0.4717332627438876
3.769230769230769,1.0,0.471826495227754
3.8461538461538463,1.0,0.47192438225648575
3.923076923076923,1.0,0.4720264027582718
4.0,1.0,0.47213655441541635
1.0,1.125335582600765,NaN
1.0769230769230769,1.125335582600765,NaN
1.1538461538461537,1.125335582600765,NaN
1.2307692307692308,1.125335582600765,NaN
1.3076923076923077,1.125335582600765,NaN
1.3846153846153846,1.125335582600765,NaN
1.4615384615384615,1.125335582600765,NaN
1.5384615384615385,1.125335582600765,NaN
